Date,Open,High,Low,Close,Volume
3/11/2016,415.83,422.4,415.11,419.11,0
3/12/2016,419.11,420.67,407.03,410.36,0
3/13/2016,410.36,415.93,409.57,412.41,0
3/14/2016,412.41,416.08,411.19,414.31,0
3/15/2016,414.31,417.37,412.31,415.13,0
3/16/2016,415.13,416.95,413.32,415.91,0
3/17/2016,415.91,419.56,415.33,418.16,0
3/18/2016,418.16,418.58,402.48,408.16,0
3/19/2016,408.16,410.49,402.13,408.69,0
3/20/2016,408.69,413.45,407.24,411.53,0
3/21/2016,411.53,413.09,407.25,411.11,0
3/22/2016,411.11,417.94,410.78,416.21,0
3/23/2016,416.21,419.58,414.18,416.98,0
3/24/2016,416.98,417.68,412.88,414.74,0
3/25/2016,414.74,417.3,412.41,415.71,0
3/26/2016,415.71,417.71,413.93,416.51,0
3/27/2016,416.51,427.36,415.5,424.57,0
3/28/2016,424.57,425.36,419.7,422.21,0
3/29/2016,422.21,424.53,406.36,415,0
3/30/2016,415,416.22,408.4,412.44,0
3/31/2016,412.44,417.16,411.45,415.66,0
4/1/2016,415.66,416.86,412.79,415.64,0
4/2/2016,415.64,420.09,415.09,418.51,0
4/3/2016,418.51,420.18,416.95,419.06,0
4/4/2016,419.06,420.39,416.21,419.33,0
4/5/2016,419.33,423.67,417.95,422.07,0
4/6/2016,422.07,422.81,419.54,421.26,0
4/7/2016,421.26,422.03,417.94,420.14,0
4/8/2016,420.14,423.51,415.5,417.69,0
4/9/2016,417.69,418.85,412.39,418.05,0
4/10/2016,418.05,421.63,416.69,420.25,0
4/11/2016,420.25,422.35,418.11,421.43,0
4/12/2016,421.43,426.69,420.7,424.74,0
4/13/2016,424.74,426.58,421.41,423.47,0
4/14/2016,423.47,425.44,421.84,424.02,0
4/15/2016,424.02,429.49,423.25,428.67,0
4/16/2016,428.67,432,426.84,430.05,0
4/17/2016,430.05,430.62,423.79,426.26,0
4/18/2016,426.26,429.07,424.35,427.69,0
4/19/2016,427.69,436.07,426.84,434.92,0
4/20/2016,434.92,442.86,432.51,441.16,0
4/21/2016,441.16,450.8,439.53,449.34,0
4/22/2016,449.34,450.19,441.9,445.28,0
4/23/2016,445.28,451.48,443.07,450.08,0
4/24/2016,450.08,461.78,447.89,457.56,0
4/25/2016,457.56,466.23,451.79,461.73,0
4/26/2016,461.73,468.86,459.23,466,0
4/27/2016,466,467.87,444.62,447.01,0
4/28/2016,447.01,450.1,433.9,448.48,0
4/29/2016,448.48,456.31,445.22,454.98,0
4/30/2016,454.98,456.86,446.65,448.53,0
5/1/2016,448.53,454.21,447.52,452.24,0
5/2/2016,452.24,453.87,440.21,444.18,0
5/3/2016,444.18,451.54,441.55,450.27,0
5/4/2016,450.27,450.87,444.22,445.8,0
5/5/2016,445.8,449.19,444.35,448.08,0
5/6/2016,448.08,461.48,445.72,459.56,0
5/7/2016,459.56,460.61,454.6,458.46,0
5/8/2016,458.46,460.18,454.94,457.87,0
5/9/2016,457.87,464.18,455.38,460.44,0
5/10/2016,460.44,462.14,446.81,449.36,0
5/11/2016,449.36,456.15,449.36,452.5,0
5/12/2016,452.5,455.34,448.4,454.43,0
5/13/2016,454.43,457.22,451.49,455.41,0
5/14/2016,455.41,457.74,453.58,456.44,0
5/15/2016,456.44,460.28,455,458.11,0
5/16/2016,458.11,459.57,450.73,454.87,0
5/17/2016,454.87,456.3,451.71,453.25,0
5/18/2016,453.25,456.65,452.35,454.22,0
5/19/2016,454.22,455.19,441.12,442.66,0
5/20/2016,442.66,447.76,435.42,442.11,0
5/21/2016,442.11,445.24,439.73,443.64,0
5/22/2016,443.64,444.24,436.94,439.62,0
5/23/2016,439.62,444.99,438.24,443.69,0
5/24/2016,443.69,447.9,442.02,446.11,0
5/25/2016,446.11,451.21,445.35,449.78,0
5/26/2016,449.78,454.25,447.67,453.3,0
5/27/2016,453.3,479.22,452.71,474.05,0
5/28/2016,474.05,531.76,467.05,524.22,0
5/29/2016,524.22,548.04,493.22,516.05,0
5/30/2016,516.05,544.18,512.81,532.26,0
5/31/2016,532.26,546.92,513.15,528.92,0
6/1/2016,528.92,542.26,521.3,537.4,0
6/2/2016,537.4,541.55,530.47,537.1,0
6/3/2016,537.1,573.72,534.34,567.03,0
6/4/2016,567.03,592.68,560.87,571.95,0
6/5/2016,571.95,583.64,567.77,574.91,0
6/6/2016,574.91,586.73,571.67,583.58,0
6/7/2016,583.58,591.32,543.63,575.58,0
6/8/2016,575.58,582.44,567.78,580.51,0
6/9/2016,580.51,580.71,569.26,574.69,0
6/10/2016,574.69,579.26,571.14,577.89,0
6/11/2016,577.89,592.61,576.29,591.6,0
6/12/2016,591.6,683.85,591.6,666.55,0
6/13/2016,666.55,718.24,652.78,700.07,0
6/14/2016,700.07,702.52,654.69,685.14,0
6/15/2016,685.14,695.07,670.45,690.77,0
6/16/2016,690.77,769.73,687.43,761.21,0
6/17/2016,761.21,771.89,704.21,743.9,0
6/18/2016,743.9,776.04,727.13,753.77,0
6/19/2016,753.77,765.1,740.38,761.04,0
6/20/2016,761.04,764.6,717.41,733.97,0
6/21/2016,733.97,733.97,626.05,667.38,0
6/22/2016,667.38,677.8,586.6,590.56,0
6/23/2016,590.56,629.55,539.28,620.84,0
6/24/2016,620.84,687.39,616.41,656.89,0
6/25/2016,656.89,688.1,640.79,663.52,0
6/26/2016,663.52,665.19,609.9,625.41,0
6/27/2016,625.41,650.34,615.22,644.66,0
6/28/2016,644.66,659.27,634.26,644.89,0
6/29/2016,644.89,645.91,621.76,636.54,0
6/30/2016,636.54,673.04,631.24,670.02,0
7/1/2016,670.02,685.11,661.09,674.57,0
7/2/2016,674.57,700.46,671.46,698.06,0
7/3/2016,698.06,701.49,644.61,661.64,0
7/4/2016,661.64,679.03,644.04,675.16,0
7/5/2016,675.16,679.19,657.31,663.67,0
7/6/2016,663.67,678.39,662.24,672.7,0
7/7/2016,672.7,676.19,604.95,635.25,0
7/8/2016,635.25,663.43,630.17,662.78,0
7/9/2016,662.78,663.49,620.68,651.83,0
7/10/2016,651.83,651.98,636.8,647.11,0
7/11/2016,647.11,657.47,639.97,646.71,0
7/12/2016,646.71,673.19,644.56,670.56,0
7/13/2016,670.56,672.02,656.04,661.15,0
7/14/2016,661.15,661.88,646.31,657.25,0
7/15/2016,657.25,667.46,656.5,664.2,0
7/16/2016,664.2,665.41,655.72,660.69,0
7/17/2016,660.69,680.94,660.13,676.33,0
7/18/2016,676.33,680.42,664.61,670.38,0
7/19/2016,670.38,673.24,663.63,671.1,0
7/20/2016,671.1,672.29,659.51,664.4,0
7/21/2016,664.4,666.51,657.82,664.62,0
7/22/2016,664.62,669.44,645.69,651.11,0
7/23/2016,651.11,658.17,647.98,655.16,0
7/24/2016,655.16,664.21,651.03,659.29,0
7/25/2016,659.29,662.51,651.08,654,0
7/26/2016,654,657.76,643.49,654.38,0
7/27/2016,654.38,659.08,646.04,654.54,0
7/28/2016,654.54,657.96,650.81,654.13,0
7/29/2016,654.13,657.4,650.99,655.43,0
7/30/2016,655.43,657.55,652.06,654.74,0
7/31/2016,654.74,654.92,621.42,621.87,0
8/1/2016,621.87,627.89,603.55,607,0
8/2/2016,607,613.75,471.36,513.43,0
8/3/2016,513.43,573.06,513.43,566.44,0
8/4/2016,566.44,584.89,559.5,576.22,0
8/5/2016,576.22,579.97,565.81,574.66,0
8/6/2016,574.66,596.68,565.33,586.45,0
8/7/2016,586.45,596.01,580.87,590.85,0
8/8/2016,590.85,594.24,585.41,589.24,0
8/9/2016,589.24,591.2,581.1,585.25,0
8/10/2016,585.25,600.52,580.87,590.94,0
8/11/2016,590.94,599.15,585.39,587.84,0
8/12/2016,587.84,591.14,582.2,587.14,0
8/13/2016,587.14,590.07,582.81,584.59,0
8/14/2016,584.59,585.8,559.93,569.06,0
8/15/2016,569.06,574.97,559.28,566.95,0
8/16/2016,566.95,583.38,563.38,580.19,0
8/17/2016,580.19,581.1,568.66,572.34,0
8/18/2016,572.34,579.53,570.83,573.39,0
8/19/2016,573.39,577.86,566.25,574.56,0
8/20/2016,574.56,583.5,572.28,582.61,0
8/21/2016,582.61,585.32,577.84,580.66,0
8/22/2016,580.66,591.9,577.13,587.47,0
8/23/2016,587.47,589.87,578.61,583.56,0
8/24/2016,583.56,584.47,576.82,579.66,0
8/25/2016,579.66,580.71,570.81,577.96,0
8/26/2016,577.96,582.73,575.83,579.37,0
8/27/2016,579.37,580.41,567.25,570.35,0
8/28/2016,570.35,576.32,569.21,574.98,0
8/29/2016,574.98,578.61,571.38,574.23,0
8/30/2016,574.23,579.94,572.51,577.32,0
8/31/2016,577.32,578.25,571.69,573.88,0
9/1/2016,573.88,704.97,569.37,571.99,0
9/2/2016,571.99,577.6,569.3,575.29,0
9/3/2016,575.29,604.97,572.64,598.84,0
9/4/2016,598.84,615.2,590.78,609.55,0
9/5/2016,609.55,610.61,598.77,605.76,0
9/6/2016,605.76,611.95,603.55,610.44,0
9/7/2016,610.44,616.48,606.24,613.21,0
9/8/2016,613.21,629.3,611.25,625.57,0
9/9/2016,625.57,627.58,617.32,623.16,0
9/10/2016,623.16,627.45,621.07,624.52,0
9/11/2016,624.52,630.77,592.79,605.61,0
9/12/2016,605.61,610.62,603.03,607.98,0
9/13/2016,607.98,612.03,604.87,608.61,0
9/14/2016,608.61,612.16,606.39,609.54,0
9/15/2016,609.54,610.73,605.1,608.11,0
9/16/2016,608.11,610.36,605.15,607.78,0
9/17/2016,607.78,609.61,604.52,607.08,0
9/18/2016,607.08,612.38,605.22,610.7,0
9/19/2016,610.7,612.41,606.99,609.85,0
9/20/2016,609.85,611.27,605.93,609.24,0
9/21/2016,609.24,609.24,591.69,597.16,0
9/22/2016,597.16,599.78,592.83,595.63,0
9/23/2016,595.63,603.7,594.11,602.92,0
9/24/2016,602.92,605.92,600.5,602.59,0
9/25/2016,602.59,604.87,598.35,601.49,0
9/26/2016,601.49,608.46,598.17,606.54,0
9/27/2016,606.54,608.97,601.73,605.47,0
9/28/2016,605.47,606.9,602.62,604.67,0
9/29/2016,604.67,607.23,602.01,604.7,0
9/30/2016,604.7,608.78,602.25,608.14,0
10/1/2016,608.14,615,607.07,613.41,0
10/2/2016,613.41,614.21,607.67,610.69,0
10/3/2016,610.69,613.2,608.47,611.6,0
10/4/2016,611.6,612.68,606.5,608.96,0
10/5/2016,608.96,613.65,607.98,611.82,0
10/6/2016,611.82,612.68,608.54,610.97,0
10/7/2016,610.97,619.43,609.12,616.03,0
10/8/2016,616.03,619.56,614.88,617.65,0
10/9/2016,617.65,618.35,613.01,615.77,0
10/10/2016,615.77,618.81,612.76,617.29,0
10/11/2016,617.29,642.35,615.6,640.45,0
10/12/2016,640.45,642.51,632.19,635.99,0
10/13/2016,635.99,639.52,632.25,635.6,0
10/14/2016,635.6,640.46,630.66,637.92,0
10/15/2016,637.92,641.4,635.06,637.03,0
10/16/2016,637.03,642.18,636.39,640.12,0
10/17/2016,640.12,641.29,634.89,637.37,0
10/18/2016,637.37,639.34,632.23,635.34,0
10/19/2016,635.34,637.27,624.09,629.06,0
10/20/2016,629.06,630.83,625.48,628.34,0
10/21/2016,628.34,633.26,627.58,630.45,0
10/22/2016,630.45,659.89,629.72,655.48,0
10/23/2016,655.48,661.2,648.78,653.03,0
10/24/2016,653.03,654.32,645.68,650.49,0
10/25/2016,650.49,662.54,647.65,651,0
10/26/2016,651,678.39,651,674.67,0
10/27/2016,674.67,687.88,672.26,682.3,0
10/28/2016,682.3,688.43,678.63,686.24,0
10/29/2016,686.24,720.19,685.22,714.95,0
10/30/2016,714.95,714.95,689.51,697.27,0
10/31/2016,697.27,707.21,682.17,698.67,0
11/1/2016,698.67,734.36,695.2,726.76,0
11/2/2016,726.76,735.78,718.14,733.51,0
11/3/2016,733.51,744.43,670.4,684.87,0
11/4/2016,684.87,706.64,681.27,702.08,0
11/5/2016,702.08,706.38,694.03,702.11,0
11/6/2016,702.11,714.13,697.63,709.91,0
11/7/2016,709.91,711.66,698.35,705.4,0
11/8/2016,705.4,714.63,700.96,710.9,0
11/9/2016,710.9,741.23,707.13,721.42,0
11/10/2016,721.42,723.02,707.31,714.57,0
11/11/2016,714.57,719.79,711.67,714.97,0
11/12/2016,714.97,717.37,701.08,704.27,0
11/13/2016,704.27,705.61,685.01,701.97,0
11/14/2016,701.97,708.03,696.11,704.56,0
11/15/2016,704.56,716.93,697.91,711.1,0
11/16/2016,711.1,745.98,708.14,740.28,0
11/17/2016,740.28,751.91,730.08,737.53,0
11/18/2016,737.53,751.43,730.95,746.96,0
11/19/2016,746.96,755.34,737.44,747.89,0
11/20/2016,747.89,752.26,712.77,728.51,0
11/21/2016,728.51,744.33,726.55,736.19,0
11/22/2016,736.19,754.01,730.62,749.34,0
11/23/2016,749.34,750.93,731.34,741.07,0
11/24/2016,741.07,744.24,726.19,735.31,0
11/25/2016,735.31,741.25,728.97,740.39,0
11/26/2016,740.39,740.96,725.62,734.14,0
11/27/2016,734.14,738.29,727.11,729.42,0
11/28/2016,729.42,738.1,727.74,733.3,0
11/29/2016,733.3,737.04,727.78,732.56,0
11/30/2016,732.56,745.39,730.57,742.49,0
12/1/2016,742.49,755.48,741.08,752.63,0
12/2/2016,752.63,779.02,752.25,770.94,0
12/3/2016,770.94,772.32,755.81,764.24,0
12/4/2016,764.24,769.23,758.8,766.39,0
12/5/2016,766.39,769.18,746.01,754.34,0
12/6/2016,754.34,762.48,750.91,758.21,0
12/7/2016,758.21,769.02,754.27,765.56,0
12/8/2016,765.56,773.41,761.17,768.49,0
12/9/2016,768.49,773.48,765.03,770.48,0
12/10/2016,770.48,776.96,769.19,774,0
12/11/2016,774,774.16,763,767.91,0
12/12/2016,767.91,781.26,767.86,778.47,0
12/13/2016,778.47,790.33,767.77,778.74,0
12/14/2016,778.74,780.77,771.01,776.5,0
12/15/2016,776.5,780.27,773.12,775.21,0
12/16/2016,775.21,783.94,773.31,782.05,0
12/17/2016,782.05,791.57,779.36,787.17,0
12/18/2016,787.17,791.26,783.8,789.01,0
12/19/2016,789.01,793.73,786.31,789.79,0
12/20/2016,789.79,800.02,787.12,799.1,0
12/21/2016,799.1,833.13,795.98,829.21,0
12/22/2016,829.21,874.68,828.87,860.15,0
12/23/2016,860.15,920.26,858.04,917.17,0
12/24/2016,917.17,920.49,880.79,891.07,0
12/25/2016,891.07,895.24,851.42,891.07,0
12/26/2016,891.07,909.32,885.88,898.38,0
12/27/2016,898.38,937.91,893.38,925.78,0
12/28/2016,925.78,974.51,925.49,972.17,0
12/29/2016,972.17,982.57,949.23,971.08,0
12/30/2016,971.08,971.59,927.4,959.04,0
12/31/2016,959.04,965.47,942.4,963.38,0
1/1/2017,963.38,1001.61,956.1,995.44,0
1/2/2017,995.44,1031.68,990.2,1017.05,0
1/3/2017,1017.05,1035.47,1006.53,1033.3,0
1/4/2017,1033.3,1148.54,1022.32,1135.41,0
1/5/2017,1135.41,1150.63,874.53,989.35,0
1/6/2017,989.35,1027.42,852.55,886.16,0
1/7/2017,886.16,900.86,806.66,888.87,0
1/8/2017,888.87,936.13,875.85,900.86,0
1/9/2017,900.86,910.47,870.91,899.78,0
1/10/2017,899.78,911.32,890.12,904.37,0
1/11/2017,904.37,917.65,751.63,785.43,0
1/12/2017,785.43,828.21,739.55,810.11,0
1/13/2017,810.11,835.05,771,824.83,0
1/14/2017,824.83,838.9,808.27,819.63,0
1/15/2017,819.63,826.43,808.63,821.17,0
1/16/2017,821.17,836.66,817.7,827.34,0
1/17/2017,827.34,906.38,825.04,899.66,0
1/18/2017,899.66,913.67,845.87,872.03,0
1/19/2017,872.03,905.28,870.71,895.21,0
1/20/2017,895.21,901.49,878.9,892.91,0
1/21/2017,892.91,928.93,889.46,919.84,0
1/22/2017,919.84,938.38,888.62,918.84,0
1/23/2017,918.84,927.98,910.85,921.46,0
1/24/2017,921.46,925.61,889.15,893.75,0
1/25/2017,893.75,905.7,883.63,894.41,0
1/26/2017,894.41,919.32,893.49,915.56,0
1/27/2017,915.56,922.56,907.92,918.01,0
1/28/2017,918.01,921.89,912.84,918.51,0
1/29/2017,918.51,922.4,912.68,914.55,0
1/30/2017,914.55,922.35,911.51,920.73,0
1/31/2017,920.73,967.45,917.38,965.49,0
2/1/2017,965.49,986.57,959.82,982.43,0
2/2/2017,982.43,1009.13,973.5,1003.97,0
2/3/2017,1003.97,1023.72,989.21,1013.02,0
2/4/2017,1013.02,1041.04,1000.41,1031.85,0
2/5/2017,1031.85,1033.66,1004.05,1016.11,0
2/6/2017,1016.11,1030.6,1010.83,1024.67,0
2/7/2017,1024.67,1054.1,1019.87,1049.56,0
2/8/2017,1049.56,1069.23,1020.33,1055.49,0
