Date,Open,High,Low,Close
3/28/2016,1216.39,1223.09,1208.64,1221.97
3/29/2016,1221.63,1243.16,1215.68,1242.05
3/30/2016,1242.7,1244.24,1223.8,1225.37
3/31/2016,1225.81,1240.47,1224.24,1232.95
4/1/2016,1232.78,1235.35,1209.41,1223.75
4/4/2016,1220.54,1222.84,1214.76,1215.59
4/5/2016,1215.66,1236.85,1214.95,1231.32
4/6/2016,1231.6,1232.45,1217.62,1222.73
4/7/2016,1223.36,1243.49,1222.96,1240.42
4/8/2016,1240.26,1242.98,1229.98,1239.8
4/11/2016,1240.25,1258.97,1240.25,1258.1
4/12/2016,1258.36,1262.74,1251.64,1255.49
4/13/2016,1255.47,1256.98,1240.15,1242.88
4/14/2016,1242.29,1244.28,1223.99,1227.85
4/15/2016,1227.67,1236.06,1225.61,1234.26
4/18/2016,1235.11,1241.83,1230.37,1232.25
4/19/2016,1232.69,1256.86,1227.99,1250.29
4/20/2016,1250.8,1258.14,1242.75,1244.09
4/21/2016,1243.02,1270.35,1243.02,1248.33
4/22/2016,1247.2,1252.79,1227.71,1233.84
4/25/2016,1233.28,1242.44,1230.39,1238.32
4/26/2016,1238.38,1245.03,1231.74,1243.64
4/27/2016,1243.94,1252.77,1240.43,1245.78
4/28/2016,1245.83,1269.8,1238.46,1266.25
4/29/2016,1266.57,1296.74,1265.35,1293.03
5/2/2016,1291.31,1303.89,1287.95,1291.85
5/3/2016,1291.91,1302.04,1282.54,1286.62
5/4/2016,1286.06,1289.7,1271.92,1279.7
5/5/2016,1280.01,1286.44,1269.26,1278.12
5/6/2016,1278.65,1295.83,1274.75,1288.89
5/9/2016,1285.16,1287.83,1261.59,1264.09
5/10/2016,1264.41,1269.68,1257.42,1265.96
5/11/2016,1266.31,1279.18,1265.1,1277.28
5/12/2016,1277.84,1281.01,1262.11,1263.55
5/13/2016,1263.83,1276.55,1263.39,1273.9
5/16/2016,1271.87,1288.87,1271.31,1274.28
5/17/2016,1273.58,1282.37,1269.49,1279.1
5/18/2016,1279.51,1281.82,1255.32,1258.75
5/19/2016,1258.62,1261.47,1244.42,1255.41
5/20/2016,1255.29,1260.23,1249.19,1252.7
5/23/2016,1251.07,1256.24,1243.48,1249.01
5/24/2016,1249.21,1252.34,1226.45,1227.09
5/25/2016,1227.6,1230.44,1218.08,1224.16
5/26/2016,1223.85,1234.43,1218.51,1220.47
5/27/2016,1218.05,1223.6,1207.19,1210.39
5/30/2016,1213.08,1213.77,1200.21,1205.73
5/31/2016,1206.38,1218.51,1206.05,1215.74
6/1/2016,1215.92,1220.63,1206.28,1213.39
6/2/2016,1213.81,1217.85,1210.12,1211.38
6/3/2016,1211.18,1244.62,1207.27,1244.37
6/6/2016,1243.15,1248.94,1240.36,1244.87
6/7/2016,1245.4,1246.78,1234.92,1243.83
6/8/2016,1244.46,1264.67,1243.31,1262.7
6/9/2016,1262.25,1271.89,1257.11,1269.36
6/10/2016,1269.27,1278.2,1264.7,1274.55
6/13/2016,1275.98,1287.35,1272.83,1284.57
6/14/2016,1283.69,1290.04,1276.67,1285.93
6/15/2016,1285.42,1297.09,1278.77,1292.59
6/16/2016,1292.28,1315.67,1277.35,1278.52
6/17/2016,1279.32,1299.72,1277.31,1298.62
6/20/2016,1289.06,1292.53,1278.22,1290.48
6/21/2016,1290.62,1294.16,1264.76,1268.57
6/22/2016,1268.65,1270.88,1261.56,1266.37
6/23/2016,1263.36,1271.32,1254.93,1255.92
6/24/2016,1245.58,1358.61,1245.58,1318.56
6/27/2016,1320.17,1335.66,1317.98,1324.33
6/28/2016,1325.08,1326.45,1305.81,1311.5
6/29/2016,1310.75,1327.87,1310.75,1319.52
6/30/2016,1317.99,1324.32,1313.27,1321.94
7/1/2016,1322.32,1344.81,1320.92,1343.61
7/4/2016,1342.73,1357.54,1337.16,1350.93
7/5/2016,1348.11,1357.88,1338.51,1356.4
7/6/2016,1356.08,1375.42,1356.08,1364
7/7/2016,1363.91,1370.56,1351.24,1360.88
7/8/2016,1359.61,1370.44,1335.6,1366.65
7/11/2016,1367.9,1375.26,1350.91,1355.36
7/12/2016,1354.81,1357.88,1330.67,1333.79
7/13/2016,1332.8,1345.37,1327.9,1342.78
7/14/2016,1344.07,1347.28,1320.29,1335.3
7/15/2016,1336.35,1336.96,1322.85,1329.15
7/18/2016,1332,1335.54,1323.75,1328.87
7/19/2016,1328.77,1335.15,1325.92,1332.22
7/20/2016,1331.82,1337.75,1312.94,1316.28
7/21/2016,1316.63,1334.14,1311.12,1331.13
7/22/2016,1331.18,1334.07,1319.85,1323.44
7/25/2016,1322.76,1323.88,1312.58,1315.65
7/26/2016,1315.4,1324.75,1314.16,1320.2
7/27/2016,1320.1,1342.53,1316.21,1340.54
7/28/2016,1339.7,1345.79,1332.81,1336.18
7/29/2016,1335.55,1355.23,1329.8,1352.15
8/1/2016,1348.65,1355.03,1346.66,1353.17
8/2/2016,1353.66,1367.57,1347.45,1364.16
8/3/2016,1363.57,1366.68,1354.46,1358.26
8/4/2016,1358.58,1365.24,1349.39,1359.97
8/5/2016,1360.87,1364.92,1335.09,1336.76
8/8/2016,1335.53,1338.48,1330.18,1335.33
8/9/2016,1335.49,1342.7,1330.91,1340.75
8/10/2016,1340.91,1357.48,1340.26,1346.67
8/11/2016,1347.11,1353.44,1336.2,1339
8/12/2016,1339.13,1356.15,1334.4,1335.05
8/15/2016,1338.44,1343.93,1335.81,1339.4
8/16/2016,1339.83,1358.39,1339.6,1346.46
8/17/2016,1346.04,1351.89,1337.18,1349.19
8/18/2016,1348.99,1356.24,1345.96,1351.95
8/19/2016,1352.56,1352.8,1337.64,1340.55
8/22/2016,1340.48,1341.13,1331.8,1338.77
8/23/2016,1339.15,1344.52,1335.32,1337.31
8/24/2016,1337.69,1339.91,1323.87,1324.13
8/25/2016,1324.3,1326.92,1317.95,1321.7
8/26/2016,1321.65,1341.35,1318.36,1320.89
8/29/2016,1320.65,1324.91,1315.03,1323.29
8/30/2016,1323.23,1325.02,1309.15,1311.44
8/31/2016,1311.39,1315.92,1304.64,1308.88
9/1/2016,1308.6,1314.91,1302.46,1313.79
9/2/2016,1314.27,1329.8,1307.24,1325.34
9/5/2016,1324.3,1328.34,1321.74,1327.18
9/6/2016,1326.15,1352.31,1324.72,1348.99
9/7/2016,1348.31,1352.4,1342.67,1346.31
9/8/2016,1344.93,1349.16,1335.65,1338.01
9/9/2016,1337.88,1339.36,1328.01,1329.23
9/12/2016,1327.78,1329.97,1320.73,1327.43
9/13/2016,1328.17,1331.83,1315.61,1318.59
9/14/2016,1319.18,1325.73,1316.05,1321.73
9/15/2016,1321.92,1327.94,1309.2,1314.67
9/16/2016,1314,1317.91,1306.39,1311.2
9/19/2016,1309.76,1318.04,1309.33,1312.99
9/20/2016,1312.42,1317.68,1311.92,1314.85
9/21/2016,1314.58,1336.66,1308.05,1334.56
9/22/2016,1334.78,1343.46,1331.1,1336.63
9/23/2016,1336.61,1340.42,1333.68,1337.64
9/26/2016,1336.83,1341.9,1332.61,1337.75
9/27/2016,1337.83,1339.37,1324.95,1327.28
9/28/2016,1326.56,1327.39,1317.85,1321.43
9/29/2016,1322.15,1325.88,1316.17,1320.33
9/30/2016,1320.65,1327.91,1313.38,1317.57
10/3/2016,1318.24,1319.45,1309.24,1311.01
10/4/2016,1312.17,1312.84,1267.01,1268.45
10/5/2016,1268.9,1276.85,1262.1,1266.58
10/6/2016,1267.33,1269.22,1249.81,1254.11
10/7/2016,1255.08,1264.84,1241.28,1254.97
10/10/2016,1256.61,1264.74,1256.49,1259.31
10/11/2016,1259.61,1261.94,1252.67,1252.7
10/12/2016,1252.85,1258.57,1249.58,1255.01
10/13/2016,1256.16,1262.03,1253.05,1257.85
10/14/2016,1258.26,1259.08,1246.54,1251.72
10/17/2016,1251.46,1256.99,1250.18,1255.51
10/18/2016,1254.95,1264.54,1254.94,1262.49
10/19/2016,1262.48,1273.14,1260.17,1269.01
10/20/2016,1269.41,1274.06,1264.68,1265.48
10/21/2016,1265.8,1267.76,1261.03,1266.81
10/24/2016,1265.64,1271.65,1260.27,1264.23
10/25/2016,1264.88,1276.51,1261.98,1274.1
10/26/2016,1273.1,1276.34,1264.62,1266.69
10/27/2016,1266.8,1272.45,1265.22,1268.41
10/28/2016,1268.41,1284.02,1262.19,1274.68
10/31/2016,1277.51,1279.38,1271.15,1276.66
11/1/2016,1276.42,1291.73,1275.54,1288.36
11/2/2016,1288.62,1307.6,1287.21,1297.64
11/3/2016,1297.96,1306.19,1285.51,1302.13
11/4/2016,1304.24,1306.91,1294.61,1304.29
11/7/2016,1292.61,1295.67,1278.07,1281.35
11/8/2016,1281.85,1290.37,1272.71,1275.38
11/9/2016,1275.55,1335.39,1267.55,1278
11/10/2016,1278.25,1291.68,1252.4,1258.81
11/11/2016,1259.52,1265.48,1219.1,1227.54
11/14/2016,1227.78,1231.1,1211.42,1221.03
11/15/2016,1221.46,1231.25,1218.95,1228.45
11/16/2016,1227.63,1232.86,1221.33,1225.05
11/17/2016,1224.67,1231.18,1211.18,1216.08
11/18/2016,1216.16,1217.62,1203.01,1207.87
11/21/2016,1207.7,1217.36,1205.47,1213.94
11/22/2016,1213.59,1220.83,1206.31,1212.38
11/23/2016,1212.92,1215.07,1181.91,1188.48
11/24/2016,1187.54,1190.82,1181.46,1184
11/25/2016,1184.7,1192.98,1171.3,1184.27
11/28/2016,1185.14,1197.69,1183,1193.82
11/29/2016,1194.04,1195.05,1181.13,1188.31
11/30/2016,1187.75,1195,1170.88,1173.32
12/1/2016,1173.53,1176.82,1160.92,1171.61
12/2/2016,1172.51,1178.03,1166.97,1175.78
12/5/2016,1180.61,1188.11,1157.5,1170.54
12/6/2016,1170.53,1175.39,1167.11,1170
12/7/2016,1169.79,1180.14,1165.87,1173.93
12/8/2016,1175.05,1178.68,1169.33,1170.57
12/9/2016,1170.93,1172.1,1156.55,1158.9
12/12/2016,1159.69,1165.77,1151.75,1162.24
12/13/2016,1162.73,1165.07,1154.75,1158.61
12/14/2016,1158.25,1165.09,1139.91,1142.92
12/15/2016,1141.64,1144.51,1123.04,1128.6
12/16/2016,1128.85,1141.29,1126.77,1133.6
12/19/2016,1134.26,1142.44,1133.98,1137.84
12/20/2016,1138.15,1139.78,1125.92,1132.38
12/21/2016,1132.64,1137.19,1129.58,1131.51
12/22/2016,1131.25,1134.19,1127.93,1128.28
12/23/2016,1132.65,1135.76,1128.38,1131.77
12/27/2016,1133.96,1150.9,1131.82,1138.81
12/28/2016,1138.36,1144.59,1136.66,1141.5
12/29/2016,1142.05,1159.59,1141.95,1158.12
12/30/2016,1158.47,1163.25,1149.85,1150.91
1/3/2017,1150.53,1163.79,1146.18,1158.82
1/4/2017,1158.73,1167.94,1156.34,1163.53
1/5/2017,1164.01,1184.97,1163.14,1180.46
1/6/2017,1179.81,1182.06,1171.07,1172.3
1/9/2017,1172.76,1186.19,1172.1,1181
1/10/2017,1181.15,1190.53,1180.33,1187.7
1/11/2017,1188.05,1198.29,1177.32,1191.5
1/12/2017,1190.95,1207.07,1190.85,1195.8
1/13/2017,1194.49,1200.93,1187.96,1198.39
1/16/2017,1197.51,1208.14,1197.51,1203.18
1/17/2017,1203.11,1218.86,1202.82,1217.15
1/18/2017,1217.95,1217.95,1202.51,1204.29
1/19/2017,1203.6,1206.49,1195.95,1204.53
1/20/2017,1204.78,1214.97,1198.72,1207.68
1/23/2017,1209.47,1219.47,1209.4,1218.22
1/24/2017,1218.43,1220.04,1206.7,1208.86
1/25/2017,1209.09,1209.79,1193.4,1200.67
1/26/2017,1201.24,1202.69,1184.56,1188.95
1/27/2017,1189.31,1191.7,1181.15,1190.91
1/30/2017,1192.46,1199.52,1188.36,1195.51
1/31/2017,1195.91,1215.38,1193.91,1210.61
2/1/2017,1211.06,1213.24,1198.29,1209.65
2/2/2017,1209.34,1225.33,1208.53,1215.78
2/3/2017,1215.83,1221.41,1207.46,1219.27
2/6/2017,1219.9,1235.72,1219.4,1235.45
2/7/2017,1235,1235.82,1227.88,1233.75
2/8/2017,1233.75,1244.74,1230.29,1241.51
2/9/2017,1241.02,1244.51,1228.34,1230.91
2/10/2017,1228.68,1237.23,1221.77,1233.81
2/13/2017,1232.91,1233.02,1219.43,1225.33
2/14/2017,1225.46,1234.59,1222.04,1228.09
2/15/2017,1227.53,1233.67,1216.82,1233.67
2/16/2017,1233.56,1242.38,1232.21,1239.1
2/17/2017,1239.2,1243.86,1235.12,1236.12
2/20/2017,1235.3,1239.07,1232.9,1237.82
2/21/2017,1237.78,1238.93,1226.21,1235.78
2/22/2017,1236.1,1240.44,1231.34,1237.49
2/23/2017,1237.78,1251.18,1235.88,1249.63
2/24/2017,1249.45,1260.19,1247.85,1256.68
2/27/2017,1258.45,1263.94,1251.06,1253.04
2/28/2017,1252.48,1258.28,1247.83,1248.89
3/1/2017,1248.18,1250.6,1237.01,1248.87
3/2/2017,1249.55,1250.05,1231.24,1234.46
3/3/2017,1234.65,1236.29,1223.23,1234.3
3/6/2017,1234.3,1236.9,1224.99,1225.47
3/7/2017,1225.67,1227.26,1214.25,1216.84
3/8/2017,1215.5,1218.65,1206.78,1207.51
3/9/2017,1208.09,1209.06,1199.38,1203.29
3/10/2017,1200.75,1206.43,1195.26,1204.45
3/13/2017,1206,1211.26,1202.6,1203.95
3/14/2017,1202.05,1207.68,1197.48,1198.94
3/15/2017,1199.02,1222.02,1197.72,1218.47
3/16/2017,1219.29,1233.46,1218.69,1227.3
3/17/2017,1226.46,1231.74,1224.57,1229.42
3/20/2017,1230.59,1235.5,1229.48,1234.51
3/21/2017,1234.55,1247.66,1227,1244.59
3/22/2017,1245.83,1251.36,1244.08,1248.43
3/23/2017,1247.24,1253.31,1242.59,1244.46
3/24/2017,1244.81,1251.98,1241.09,1243.73
3/27/2017,1246.29,1261.1,1246.29,1254.47
3/28/2017,1253.64,1258.41,1247.76,1251.9
3/29/2017,1250.96,1254.74,1247.42,1253.7
3/30/2017,1253.75,1253.91,1242.34,1242.34
3/31/2017,1242.59,1250.67,1240.04,1247.31
4/3/2017,1250.51,1253.77,1244.58,1253.55
4/4/2017,1253.63,1261.27,1253.63,1256.27
4/5/2017,1256.26,1257.31,1243.94,1255.52
4/6/2017,1255.92,1259.01,1249.89,1251.49
4/7/2017,1252.06,1270.87,1250.69,1254.75
4/10/2017,1254.06,1257.07,1247.28,1254.14
4/11/2017,1255.12,1275.19,1253.36,1273.57
4/12/2017,1274.85,1287.08,1272.19,1287.06
4/13/2017,1286.21,1288.62,1282.08,1286.99
4/17/2017,1290.47,1295.54,1281.53,1285.16
4/18/2017,1284.73,1292.38,1279.02,1289.63
4/19/2017,1289.86,1290.84,1274.41,1279.96
4/20/2017,1280.43,1283.34,1276.81,1282.18
4/21/2017,1282.1,1288.32,1278.6,1284.94
4/24/2017,1275.39,1277.47,1265.66,1276.01
4/25/2017,1276.59,1278.24,1261.71,1263.92
4/26/2017,1264.25,1270.59,1260.16,1268.23
4/27/2017,1268.9,1269.68,1261.43,1264.65
4/28/2017,1264.26,1268.65,1263.23,1268.16
5/1/2017,1268.39,1271.2,1254.33,1256.15
5/2/2017,1256.63,1257.86,1252.13,1256.95
5/3/2017,1256.75,1257.04,1236.13,1237.56
5/4/2017,1238.62,1241.38,1225.82,1227.89
5/5/2017,1228.33,1235.66,1226.36,1229.41
5/8/2017,1221.59,1236.61,1221.59,1225.51
5/9/2017,1226.13,1228.67,1214.33,1221.11
5/10/2017,1222,1225.73,1217.77,1219.34
5/11/2017,1219.18,1227.78,1217.54,1224.98
5/12/2017,1225.3,1231.8,1224.52,1228.01
5/15/2017,1228.37,1237.32,1227.13,1231.06
5/16/2017,1231.45,1239.18,1230.45,1236.78
5/17/2017,1237.13,1261.91,1236.63,1261.91
5/18/2017,1261.06,1265.06,1246.17,1246.88
5/19/2017,1247.12,1256.51,1246.5,1255.14
5/22/2017,1257.53,1262.64,1251.87,1260.65
5/23/2017,1260.65,1263.87,1250.81,1251.44
5/24/2017,1251.4,1259.86,1248.02,1259.86
5/25/2017,1258.83,1259.72,1254.03,1254.99
5/26/2017,1255.81,1269.55,1253.33,1267.36
5/29/2017,1267.63,1269.2,1265.18,1266.88
5/30/2017,1267.31,1270.52,1259.6,1262.35
5/31/2017,1263.22,1274.2,1259.69,1268.58
6/1/2017,1269.12,1270.43,1261.65,1265.11
6/2/2017,1265.88,1279.15,1259.69,1278.29
6/5/2017,1280.4,1283.33,1276.57,1276.57
6/6/2017,1279.58,1296,1279.58,1293.83
6/7/2017,1294.86,1295.05,1282.85,1287.49
6/8/2017,1287.1,1289.01,1271.44,1277.27
6/9/2017,1281.67,1281.67,1264.74,1267.65
6/12/2017,1267.48,1270.35,1263.78,1266.19
6/13/2017,1265.6,1268.96,1259.44,1266.31
6/14/2017,1266.48,1280.41,1257.29,1261.26
6/15/2017,1260.93,1266.59,1251.52,1254.89
6/16/2017,1254.29,1257.14,1251.93,1254.55
6/19/2017,1254.09,1255.69,1243.17,1244.36
6/20/2017,1244.12,1248.11,1241.43,1243.68
6/21/2017,1243.03,1247.84,1241.43,1247.68
6/22/2017,1245.92,1254.74,1245.92,1250.58
6/23/2017,1250.49,1258.86,1249.93,1255.86
6/26/2017,1257.36,1258.21,1236.7,1245.31
6/27/2017,1244.55,1253.09,1241.47,1247.63
6/28/2017,1247.03,1254.76,1246.46,1249.49
6/29/2017,1249.05,1253.26,1239.94,1244.72
6/30/2017,1245.44,1248.28,1239.99,1241.38
7/3/2017,1241.81,1242.8,1218.73,1219.22
7/4/2017,1221.35,1226.61,1220.79,1223.98
7/5/2017,1223.75,1228.91,1217.55,1227.35
7/6/2017,1227.27,1229.16,1222.77,1224.6
7/7/2017,1225.15,1228.33,1207.42,1211.97
7/10/2017,1213.2,1215.18,1204.97,1214.39
7/11/2017,1214.4,1218.18,1208.3,1218.18
7/12/2017,1217.16,1225.78,1213.74,1218.29
7/13/2017,1219.7,1224.48,1216.79,1217.57
7/14/2017,1216.89,1232.85,1214.9,1228.47
7/17/2017,1229.4,1236.09,1228.41,1234.1
7/18/2017,1234.2,1244.62,1232.92,1242.4
7/19/2017,1242.72,1244.04,1236.27,1240.26
7/20/2017,1241.35,1247.63,1235.38,1244
7/21/2017,1244.55,1255.83,1243.47,1254.29
7/24/2017,1255.69,1258.82,1252.04,1255.08
7/25/2017,1255.15,1257.82,1249.21,1250.1
7/26/2017,1250.65,1263.49,1243.9,1261.31
7/27/2017,1260.83,1265.18,1254.7,1258.65
7/28/2017,1259.13,1270.91,1257.45,1269.18
7/31/2017,1270.35,1271.15,1265.84,1269.4
8/1/2017,1269.62,1274,1262.8,1268.66
8/2/2017,1269.1,1272.89,1262.97,1266.65
8/3/2017,1266.7,1270.87,1257.24,1267.92
8/4/2017,1268.83,1270.21,1254.4,1258.82
8/7/2017,1259.1,1259.99,1255.87,1257.18
8/8/2017,1257.47,1265.28,1251.67,1260.28
8/9/2017,1260.59,1278.74,1260.59,1277.37
8/10/2017,1277.09,1287.77,1274.74,1286.56
8/11/2017,1286.67,1291.74,1281.56,1290.96
8/14/2017,1290.26,1290.26,1278.71,1282.04
8/15/2017,1281.86,1281.98,1267.4,1271.5
8/16/2017,1271.54,1283.89,1267.89,1283.15
8/17/2017,1284.15,1290.04,1281.74,1287.53
8/18/2017,1288.31,1300.77,1283.89,1286.6
8/21/2017,1282.96,1293.63,1280.77,1291.98
8/22/2017,1291.97,1292.4,1282.07,1285.05
8/23/2017,1285.11,1291.36,1282.84,1290.75
8/24/2017,1290.72,1291.27,1284.83,1288.18
8/25/2017,1286.56,1294.02,1276.56,1291.08
8/28/2017,1292.29,1312.09,1292,1310.84
8/29/2017,1315.42,1326.03,1305.16,1309.86
8/30/2017,1309.09,1313.53,1305.33,1308.41
8/31/2017,1309.07,1323.58,1300.88,1320.64
9/1/2017,1321.98,1328.9,1316.75,1325.67
9/4/2017,1335.99,1339.63,1332.05,1334.38
9/5/2017,1334.1,1344.38,1326.53,1339.68
9/6/2017,1339.57,1342.53,1331.8,1334.29
9/7/2017,1334.52,1349.97,1332.65,1349.2
9/8/2017,1349.03,1357.56,1343.08,1346.54
9/11/2017,1334.21,1340.15,1326.51,1328.15
9/12/2017,1327.37,1332.1,1322.75,1332
9/13/2017,1334.48,1334.71,1320.94,1324.14
9/14/2017,1323.89,1330.61,1316.12,1328.97
9/15/2017,1329.69,1334.32,1319.97,1320.91
9/18/2017,1320.11,1320.11,1304.75,1307.22
9/19/2017,1306.49,1311.75,1305.64,1311.15
9/20/2017,1311.14,1316,1296.2,1300.93
9/21/2017,1301.45,1301.78,1288.3,1291.98
9/22/2017,1291.4,1298.77,1291.38,1297.19
9/25/2017,1297.97,1311.54,1290.94,1310.78
9/26/2017,1311.2,1313.64,1292.86,1293.11
9/27/2017,1294.22,1296.17,1281.59,1282.82
9/28/2017,1282.49,1288.74,1277.91,1286
9/29/2017,1287.25,1290.21,1279.83,1280.59
10/2/2017,1280.04,1280.33,1270.64,1271.14
10/3/2017,1270.95,1274.78,1268.47,1271.65
10/4/2017,1271.87,1282.17,1270.83,1274.24
10/5/2017,1274.97,1279.05,1266.78,1268.37
10/6/2017,1268.27,1275.71,1260.69,1274.88
10/9/2017,1276.41,1285.39,1275.4,1283.55
10/10/2017,1284.11,1294.29,1282.21,1288.05
10/11/2017,1288.18,1293.6,1284.66,1291.75
10/12/2017,1292.24,1297.46,1289.84,1294.41
10/13/2017,1293.78,1303.88,1291.28,1303.5
10/16/2017,1303.39,1306.09,1290.93,1295.79
10/17/2017,1295.21,1296.36,1281.82,1285.7
10/18/2017,1285.1,1288.84,1277.06,1281.58
10/19/2017,1281.06,1290.39,1276.84,1289.86
10/20/2017,1289.74,1291.16,1278.14,1280.68
10/23/2017,1278.49,1283.33,1272.66,1281.5
10/24/2017,1282.15,1283.73,1273.84,1276.78
10/25/2017,1276.84,1280.01,1271.29,1276.98
10/26/2017,1277.42,1282.6,1265.95,1267.56
10/27/2017,1267.21,1273.89,1263.89,1273.25
10/30/2017,1272.74,1278.89,1269.08,1276.22
10/31/2017,1276.22,1278.21,1267.89,1271.31
11/1/2017,1270.6,1280.93,1268.09,1274.71
11/2/2017,1275.74,1284.2,1273.5,1278.61
11/3/2017,1277.59,1280.18,1265.71,1269.96
