Date,Open,High,Low,Close
11/6/2017,1270.24,1283.01,1266.27,1281.38
11/7/2017,1281.76,1281.97,1272.11,1274.69
11/8/2017,1275.89,1287.19,1275.89,1281.55
11/9/2017,1281.91,1288.33,1280.13,1285.83
11/10/2017,1285.31,1287.09,1273.58,1275.9
11/13/2017,1275.07,1279.82,1274.38,1277.67
11/14/2017,1278.69,1283.65,1270.1,1278.37
11/15/2017,1280.54,1289.38,1276.99,1278.21
11/16/2017,1278.07,1281.5,1275.25,1278.86
11/17/2017,1279,1296.95,1278.4,1293.76
11/20/2017,1293.16,1294.89,1274.69,1276.78
11/21/2017,1276.99,1284.8,1276.33,1280.52
11/22/2017,1280.68,1294.73,1279.14,1292.09
11/23/2017,1292.06,1293.62,1287.37,1291.17
11/24/2017,1291.63,1293.28,1286.07,1288.59
11/27/2017,1289.24,1299.25,1286.82,1294.5
11/28/2017,1294.33,1297.49,1290.9,1293.95
11/29/2017,1294.02,1296.75,1282.18,1283.84
11/30/2017,1283.94,1285.38,1270.41,1274.87
12/1/2017,1274.57,1289.3,1271.76,1280.78
12/4/2017,1274.8,1277.21,1271.22,1276.13
12/5/2017,1276.19,1277.12,1261.07,1265.96
12/6/2017,1265.91,1269.33,1262.65,1263.31
12/7/2017,1263.2,1264.55,1244.03,1247.2
12/8/2017,1247.63,1252.43,1244.2,1248.02
12/11/2017,1248.52,1251.6,1240.88,1242.1
12/12/2017,1241.94,1246.3,1236.57,1244.56
12/13/2017,1244.25,1257.07,1240.37,1255.49
12/14/2017,1255.36,1259.15,1250.61,1252.88
12/15/2017,1252.97,1261.9,1252.86,1255.77
12/18/2017,1254.99,1264.01,1252.84,1262.3
12/19/2017,1262.35,1265.31,1259.34,1261.75
12/20/2017,1261.67,1267.93,1261.47,1265.54
12/21/2017,1265.57,1269.02,1263.15,1266.62
12/22/2017,1266.75,1276.18,1265.14,1274.12
12/26/2017,1275.07,1283.8,1273.51,1282.95
12/27/2017,1283.5,1289,1281.43,1287.15
12/28/2017,1288.13,1295.26,1287.09,1294.96
12/29/2017,1295.26,1307.63,1293.98,1303.33
1/2/2018,1303.38,1318.99,1302.48,1317.63
1/3/2018,1317.61,1321.48,1307.48,1313.15
1/4/2018,1313.23,1326.03,1305.98,1322.67
1/5/2018,1322.73,1323.45,1313.78,1320.5
1/8/2018,1320.97,1322.19,1314.88,1320.44
1/9/2018,1320.69,1320.69,1308.95,1312.79
1/10/2018,1312.32,1327.54,1308.33,1316.99
1/11/2018,1316.99,1324.03,1315.78,1322.41
1/12/2018,1322.89,1339.4,1321.6,1338.15
1/15/2018,1336.55,1344.7,1336.07,1340.15
1/16/2018,1340.45,1342.37,1331.97,1338.43
1/17/2018,1338.68,1343.96,1326.28,1326.98
1/18/2018,1327.35,1333.15,1324.36,1327.05
1/19/2018,1327.11,1338.06,1326.53,1332.28
1/22/2018,1334.87,1335.74,1328.53,1333.94
1/23/2018,1333.8,1341.87,1331.46,1341.29
1/24/2018,1341.83,1362.02,1339.59,1358.52
1/25/2018,1357.99,1366.12,1342.7,1348.06
1/26/2018,1347.51,1357.15,1344.72,1349.64
1/29/2018,1350.05,1352.47,1337.76,1340.4
1/30/2018,1340.74,1348.99,1334.53,1338.67
1/31/2018,1338.35,1347.64,1332.88,1345.13
2/1/2018,1345.09,1351.03,1337.35,1348.69
2/2/2018,1348.99,1350.14,1327.51,1331.97
2/5/2018,1332.12,1341.58,1329.08,1339.57
2/6/2018,1340,1346.14,1320.28,1324.25
2/7/2018,1324.05,1332.38,1311.55,1318.47
2/8/2018,1318.17,1322.15,1307.15,1318.75
2/9/2018,1318.4,1322.76,1311.24,1314.84
2/12/2018,1315.15,1326.55,1314.29,1322.71
2/13/2018,1322.71,1330.85,1321.68,1329.57
2/14/2018,1329.55,1355.54,1318.96,1350.61
2/15/2018,1350.32,1357.18,1348.64,1353.58
2/16/2018,1353.6,1361.8,1344.9,1348.76
2/19/2018,1347.61,1351.32,1346.08,1346.74
2/20/2018,1346.58,1348.3,1328.53,1329.2
2/21/2018,1329.28,1336.14,1322.49,1324.62
2/22/2018,1324.01,1332.24,1321.05,1331.56
2/23/2018,1331.4,1332.25,1325.91,1329.32
2/26/2018,1327.95,1340.96,1326.79,1333.34
2/27/2018,1333.26,1336.74,1313.51,1318.37
2/28/2018,1317.95,1322.54,1315.7,1318.23
3/1/2018,1319.52,1321.13,1302.87,1317.1
3/2/2018,1317.4,1325.5,1315.31,1321.95
3/5/2018,1323.71,1327.81,1317.6,1320.42
3/6/2018,1319.95,1338.54,1319.95,1334.58
3/7/2018,1337.79,1340.55,1322.5,1325.62
3/8/2018,1325.4,1329.08,1319.15,1322.05
3/9/2018,1322.15,1325.16,1313.13,1323.45
3/12/2018,1323.03,1324.22,1315.29,1323
3/13/2018,1323.65,1328.34,1315.83,1324.97
3/14/2018,1326.25,1330.1,1321.65,1325.5
3/15/2018,1323.75,1327.98,1315.06,1317.35
3/16/2018,1316.31,1321.71,1309.79,1313.77
3/19/2018,1313.48,1319.65,1307.82,1317.14
3/20/2018,1317.12,1318.34,1307.31,1311.2
3/21/2018,1311.36,1336.66,1309.94,1332.97
3/22/2018,1332.08,1334.94,1324.92,1330.22
3/23/2018,1331.05,1350.24,1330.73,1347.4
3/26/2018,1347.18,1355.97,1343.58,1353.52
3/27/2018,1353.71,1356.86,1339.98,1344.65
3/28/2018,1345.72,1347.07,1323.62,1325.04
3/29/2018,1324.9,1328.39,1321.35,1325.43
4/2/2018,1326.02,1344.87,1324.86,1341.31
4/3/2018,1340.76,1342.53,1329.02,1332.78
4/4/2018,1332.89,1348.08,1331.61,1333.38
4/5/2018,1333,1334.96,1322.82,1326.62
4/6/2018,1326.7,1335.42,1319.97,1333.45
4/9/2018,1334.32,1337.98,1326.97,1336.28
4/10/2018,1336.3,1342.66,1331.41,1339.48
4/11/2018,1339.49,1365.12,1339.23,1353.34
4/12/2018,1352.87,1353.23,1333.88,1335.15
4/13/2018,1334.9,1347.06,1334.9,1344.4
4/16/2018,1343.2,1350.55,1340.34,1345.68
4/17/2018,1345.88,1349.46,1337.78,1347.29
4/18/2018,1347.7,1355.7,1342.39,1349.39
4/19/2018,1349.44,1354.73,1341.1,1345.71
4/20/2018,1345.91,1346.21,1335.04,1335.66
4/23/2018,1334.68,1335.52,1322.22,1324.84
4/24/2018,1324.58,1332.71,1322.76,1330.35
4/25/2018,1330.05,1332.14,1318.91,1323.2
4/26/2018,1322.88,1326.55,1315.43,1316.93
4/27/2018,1316.91,1325.21,1315.64,1323.61
4/30/2018,1323.9,1326.45,1310.5,1315.93
5/1/2018,1315.38,1316.43,1301.91,1304.21
5/2/2018,1304.16,1313.4,1304.05,1305.72
5/3/2018,1304.59,1318.09,1304.59,1312.75
5/4/2018,1312.12,1315.33,1308.24,1314.34
5/7/2018,1317.54,1318.97,1310.32,1314.78
5/8/2018,1313.59,1317.72,1306.18,1313.25
5/9/2018,1314.8,1317.42,1304.52,1313.17
5/10/2018,1312.72,1322.89,1310.92,1320.67
5/11/2018,1321.64,1326,1318.32,1319.28
5/14/2018,1318.36,1322.39,1313.09,1314.11
5/15/2018,1312.98,1314.92,1288.8,1291.41
5/16/2018,1290.09,1296.96,1286.59,1290.38
5/17/2018,1290.62,1294.37,1285.69,1290.74
5/18/2018,1290.9,1294.18,1286.18,1291.89
5/21/2018,1290.78,1293.18,1282.19,1292.54
5/22/2018,1292.75,1296.09,1288.05,1291.62
5/23/2018,1291.26,1298.28,1288.15,1294.17
5/24/2018,1294.1,1306.66,1292.85,1304.48
5/25/2018,1304.46,1307.79,1300.01,1300.11
5/28/2018,1300.34,1300.4,1295.59,1297.7
5/29/2018,1297.49,1306.53,1293.84,1299.14
5/30/2018,1298.61,1304.4,1295.95,1300.43
5/31/2018,1301.62,1306.51,1297.9,1298.46
6/1/2018,1298.97,1300.65,1289.51,1293.65
6/4/2018,1292.62,1297.91,1290.43,1293.1
6/5/2018,1292.44,1300.59,1290.16,1295.02
6/6/2018,1296.57,1301.73,1293.94,1296.78
6/7/2018,1296.68,1303.08,1294.43,1294.43
6/8/2018,1297.1,1300.58,1294.23,1298.53
6/11/2018,1300.01,1302.2,1294.26,1300.39
6/12/2018,1300.33,1300.65,1293.36,1297.72
6/13/2018,1295.97,1301.24,1292.69,1299.5
6/14/2018,1299.79,1309.34,1297.63,1303.06
6/15/2018,1302.61,1303.17,1275.6,1279.97
6/18/2018,1277.73,1282.47,1277.14,1277.64
6/19/2018,1278.33,1284.14,1270.53,1275.37
6/20/2018,1274.71,1276.33,1267.73,1268.94
6/21/2018,1267.61,1270.17,1261.49,1266.47
6/22/2018,1266.99,1271.05,1266.82,1270.23
6/25/2018,1270.2,1272.65,1264.55,1265.53
6/26/2018,1265.76,1267.75,1254.89,1259.75
6/27/2018,1258.99,1260.07,1250.98,1252.93
6/28/2018,1251.91,1254.32,1246.02,1249.32
6/29/2018,1248.29,1255.67,1246.34,1252.55
7/2/2018,1251.96,1254.28,1239.76,1242.51
7/3/2018,1241.88,1256.9,1238.03,1252.12
7/4/2018,1252.43,1261.14,1252.19,1256.98
7/5/2018,1256.73,1259.79,1251.38,1257.41
7/6/2018,1257.62,1258.82,1252.97,1254.99
7/9/2018,1255.15,1265.92,1254.99,1258.23
7/10/2018,1257.74,1260.38,1247.48,1256.27
7/11/2018,1256.2,1256.97,1241.61,1242.39
7/12/2018,1242.3,1248.6,1241.42,1247.21
7/13/2018,1247.3,1248.08,1236.82,1241.67
7/16/2018,1240.93,1245.63,1238.4,1240.71
7/17/2018,1240.73,1245,1226.25,1228.16
7/18/2018,1227.1,1229.18,1221.2,1226.78
7/19/2018,1227.36,1228.9,1211.72,1222.92
7/20/2018,1223.03,1232.3,1215.89,1230.99
7/23/2018,1231.77,1235.11,1222.41,1225.92
7/24/2018,1224.79,1229.49,1218.27,1224.36
7/25/2018,1224.24,1234.19,1223.33,1232.77
7/26/2018,1232.05,1235.24,1222.47,1223.76
7/27/2018,1222.96,1227.32,1217.65,1223.56
7/30/2018,1222.69,1225.12,1219.16,1222.56
7/31/2018,1221.79,1228.58,1214.1,1222.92
8/1/2018,1223.95,1224.84,1215.39,1215.39
8/2/2018,1215.99,1221.15,1207.2,1208.59
8/3/2018,1207.99,1220.02,1204.74,1213.69
8/6/2018,1213.91,1217.9,1206.17,1206.17
8/7/2018,1207.49,1216.2,1207.49,1212.58
8/8/2018,1210.83,1215.87,1206.75,1211.75
8/9/2018,1213.96,1217.33,1210.87,1212.48
8/10/2018,1212.63,1217.09,1205.84,1211.51
8/13/2018,1211.18,1213.94,1191.85,1194.28
8/14/2018,1194.13,1198.7,1192.21,1193.88
8/15/2018,1194.31,1194.69,1173.31,1175.49
8/16/2018,1175.99,1182.01,1160.31,1176.6
8/17/2018,1174.09,1184.47,1172.03,1184.35
8/20/2018,1183.59,1190.9,1182.87,1190.46
8/21/2018,1190.61,1197.04,1187.77,1196.03
8/22/2018,1196.25,1201.66,1192.71,1196.67
8/23/2018,1196.05,1196.69,1183.96,1184.82
8/24/2018,1185.52,1208.45,1183.28,1205.76
8/27/2018,1207.64,1212.41,1203.24,1210.96
8/28/2018,1211.39,1214.35,1199.77,1201.89
8/29/2018,1201.29,1207.3,1200.9,1206.41
8/30/2018,1206.8,1207.92,1196.51,1200.33
8/31/2018,1200.52,1208.85,1198.66,1199.52
9/3/2018,1201.09,1203.89,1195.82,1201.38
9/4/2018,1201.54,1202.07,1189.7,1190.86
9/5/2018,1191.31,1198.45,1191.02,1196.69
9/6/2018,1196.64,1207.01,1195.92,1200.15
9/7/2018,1200.3,1203.58,1193.54,1196.45
9/10/2018,1195.23,1198.53,1191.62,1195.1
9/11/2018,1195.33,1199.46,1187.9,1196.81
9/12/2018,1198.54,1208.55,1192.81,1206.09
9/13/2018,1207.15,1212.72,1200.3,1201.95
9/14/2018,1201.66,1208.57,1193.2,1194.11
9/17/2018,1194.34,1204.89,1192.93,1201.34
9/18/2018,1201.65,1203.57,1195.98,1198.36
9/19/2018,1198.25,1206.25,1197.77,1204.04
9/20/2018,1203.95,1208.45,1201.45,1207.2
9/21/2018,1207.5,1211.1,1191.96,1199.01
9/24/2018,1199.69,1204.16,1194.52,1199.65
9/25/2018,1198.86,1203.37,1197.17,1200.04
9/26/2018,1201.14,1202.53,1190.56,1194.4
9/27/2018,1194.9,1198.68,1181.97,1182.7
9/28/2018,1183.03,1193.85,1181.01,1191.96
10/1/2018,1192.48,1192.5,1184.68,1188.45
10/2/2018,1189.01,1208.29,1188.55,1202.3
10/3/2018,1203.44,1208.32,1196.71,1198.21
10/4/2018,1197.7,1206.78,1196.08,1200.81
10/5/2018,1200.03,1205.79,1197.35,1202.97
10/8/2018,1203.31,1204.14,1183.41,1187.94
10/9/2018,1188.62,1191.85,1183.44,1189.75
10/10/2018,1189.49,1194.85,1185.45,1193.89
10/11/2018,1195.02,1226.31,1191.41,1223.39
10/12/2018,1224.44,1224.44,1215.93,1218.06
10/15/2018,1217.7,1233.31,1217.02,1226.18
10/16/2018,1227.08,1232.41,1223.58,1227.03
10/17/2018,1224.31,1229.54,1220.69,1223.51
10/18/2018,1222.31,1230.15,1218.76,1228.15
10/19/2018,1225.72,1230.74,1223.24,1226.44
10/22/2018,1227.44,1229.6,1220.19,1222.1
10/23/2018,1222,1239.8,1221.83,1231.62
10/24/2018,1230.54,1234.22,1225.74,1233.9
10/25/2018,1234.64,1239.22,1228.18,1231.58
10/26/2018,1232.24,1243.49,1230.14,1233.94
10/29/2018,1233.31,1235.45,1224.47,1230.24
10/30/2018,1229.85,1230.66,1219.96,1223.45
10/31/2018,1222.63,1223.05,1212.07,1215.37
11/1/2018,1215.32,1237.39,1215.3,1232.93
11/2/2018,1234.22,1236.44,1229.93,1233.04
11/5/2018,1233.19,1235.13,1226.97,1231.9
11/6/2018,1231.7,1235.98,1223.57,1227.46
11/7/2018,1227.24,1235.97,1223.32,1227.13
11/8/2018,1226.6,1227.13,1220.27,1223.63
11/9/2018,1223.55,1223.75,1206.79,1209.95
11/12/2018,1208.41,1211.45,1200.01,1200.01
11/13/2018,1200.53,1205.25,1196.4,1202.2
11/14/2018,1202.2,1216.32,1197.79,1211.69
11/15/2018,1211.18,1216.5,1208.13,1214.22
11/16/2018,1213.91,1225.35,1213.25,1222.05
11/19/2018,1222.51,1225.27,1218.06,1224.09
11/20/2018,1224.12,1228.79,1220.11,1221.33
11/21/2018,1221.73,1230.08,1219.88,1226.64
11/22/2018,1226.13,1229.13,1224.98,1227.38
11/23/2018,1227.13,1228.61,1220.43,1223.11
11/26/2018,1223.49,1228.06,1221.81,1223.53
11/27/2018,1222.27,1225.27,1212.04,1215.72
11/28/2018,1214.96,1226.56,1211.29,1221.14
11/29/2018,1220.81,1229.01,1220.58,1224.75
11/30/2018,1224.29,1225.49,1216.79,1222.13
12/3/2018,1222.34,1234.98,1221.38,1231.54
12/4/2018,1231.33,1241.97,1230.58,1239.03
12/5/2018,1239.1,1239.32,1233.39,1237.31
12/6/2018,1237.47,1244.33,1234.7,1238.42
12/7/2018,1238.05,1250.09,1237.11,1248.53
12/10/2018,1249.96,1250.91,1241.51,1244.45
12/11/2018,1244.62,1249.58,1241.13,1243.66
12/12/2018,1243.17,1247.32,1242.15,1245.64
12/13/2018,1246.37,1246.8,1240.27,1242.66
12/14/2018,1241.92,1243.12,1233.01,1238.43
12/17/2018,1239.22,1248.09,1235.9,1246.7
12/18/2018,1246.07,1250.3,1245.14,1248.35
12/19/2018,1249.85,1258.06,1241.7,1243.07
12/20/2018,1243.46,1266.5,1242.7,1260.68
12/21/2018,1260.55,1262.78,1254.02,1255.46
12/24/2018,1257.54,1270.15,1257.54,1269.2
12/26/2018,1269.3,1279.07,1264.26,1267.41
12/27/2018,1266.68,1278.99,1266.62,1275.59
12/28/2018,1275.68,1282.19,1274.38,1280.04
12/31/2018,1280.85,1284.14,1277.54,1282.56
1/2/2019,1282.6,1288.79,1278.5,1283.74
1/3/2019,1286.46,1294.81,1284.67,1293.53
1/4/2019,1294.23,1298.58,1276.8,1285.03
1/7/2019,1286.01,1295.09,1282.76,1288.78
1/8/2019,1288.88,1290.25,1279.46,1284.67
1/9/2019,1285.07,1293.92,1280.2,1292.77
1/10/2019,1293.87,1297.13,1286.23,1287.72
1/11/2019,1286.67,1295.21,1286.67,1288.25
1/14/2019,1287.68,1295.93,1287.59,1291.55
1/15/2019,1292.08,1294.74,1286.87,1289.34
1/16/2019,1289.34,1295,1288.02,1294.33
1/17/2019,1294.15,1295.37,1288.87,1291.85
1/18/2019,1292.28,1292.54,1280.73,1280.96
1/21/2019,1280.81,1283.62,1276.79,1280.28
1/22/2019,1279.67,1285.5,1277.52,1283.53
1/23/2019,1285.22,1286.52,1278.8,1283.15
1/24/2019,1283.07,1284.86,1276.91,1281.05
1/25/2019,1280.96,1300.33,1279.85,1300.23
1/28/2019,1302.32,1304.48,1297.8,1302.85
1/29/2019,1303.4,1312.01,1302.4,1310.86
1/30/2019,1312.06,1323.43,1309.17,1320.58
1/31/2019,1320.6,1326.32,1317.55,1321.37
2/1/2019,1321.34,1323.58,1316,1317.93
2/4/2019,1318.18,1319.14,1308.78,1311.3
2/5/2019,1312.24,1316.94,1310.89,1314.91
2/6/2019,1315.46,1315.88,1305.84,1307.21
2/7/2019,1306.8,1312,1302.9,1310.94
2/8/2019,1310.4,1315.68,1307.7,1314.45
2/11/2019,1314.43,1314.94,1303.81,1308.06
2/12/2019,1308.22,1314.83,1306.59,1310.3
2/13/2019,1309.56,1318.2,1305.14,1306.54
2/14/2019,1305.96,1314.4,1302.61,1311.97
2/15/2019,1312.79,1322.66,1311.08,1321.04
2/18/2019,1321.64,1327.69,1320.45,1326.53
2/19/2019,1326.19,1341.85,1322.93,1340.51
2/20/2019,1340.6,1346.8,1337.07,1339.14
2/21/2019,1338.86,1341.61,1322.16,1324.52
2/22/2019,1325.83,1333.15,1321.57,1328.46
2/25/2019,1329.06,1332.59,1325.27,1328.15
2/26/2019,1327.54,1330.26,1323.59,1328.52
2/27/2019,1323.75,1329.95,1317.05,1321.01
2/28/2019,1319.88,1327.2,1311.05,1312.45
3/1/2019,1314.14,1315.24,1290.25,1291.39
3/4/2019,1290.36,1297.12,1283.02,1287.38
3/5/2019,1286.54,1290.01,1281.32,1288.48
3/6/2019,1287.79,1290.94,1283.69,1286.06
3/7/2019,1286.71,1289.08,1281.02,1285.07
3/8/2019,1286.07,1300.81,1285.31,1300.17
3/11/2019,1296.67,1299.19,1290.58,1293.71
3/12/2019,1293.01,1303.86,1292.11,1301.22
3/13/2019,1301,1311.31,1300.96,1308.9
3/14/2019,1309.9,1310.42,1292.95,1296.48
3/15/2019,1296.51,1306.46,1294.09,1302.25
3/18/2019,1302.31,1306.79,1298.3,1303.89
3/19/2019,1303.46,1310.95,1302.56,1306.05
3/20/2019,1306.85,1316.98,1298.78,1313.69
3/21/2019,1314.13,1320.26,1303.44,1309.36
3/22/2019,1309.2,1314.98,1306.92,1313.31
3/25/2019,1312.6,1324.58,1311.09,1321.84
3/26/2019,1322.26,1323.34,1312.78,1316.08
3/27/2019,1316.53,1319.35,1308.25,1309.78
3/28/2019,1309.65,1312.38,1288.69,1290.6
3/29/2019,1291.14,1299.83,1286.91,1292.3
4/1/2019,1292.46,1297.1,1286.53,1287.7
4/2/2019,1287.75,1292.75,1285.46,1292.5
4/3/2019,1292.55,1294.55,1288.41,1290.46
4/4/2019,1290.24,1294.45,1281.05,1291.7
4/5/2019,1292.32,1293.68,1284.58,1291.91
4/8/2019,1291.95,1303.76,1291.51,1298.22
4/9/2019,1297.71,1306.23,1296.69,1305.19
4/10/2019,1304.38,1310.63,1301.07,1306.86
4/11/2019,1308.37,1309.26,1289.74,1293.17
4/12/2019,1292.79,1295.84,1290.11,1290.34
4/15/2019,1291.42,1292.02,1282.63,1289
4/16/2019,1287.89,1288.78,1273.42,1276.9
4/17/2019,1276.88,1279.78,1273.16,1274.54
4/18/2019,1273.8,1277.72,1271.33,1275.77
4/22/2019,1275.64,1279.88,1273.2,1274.86
4/23/2019,1275.3,1276.57,1266.55,1271.78
4/24/2019,1272.3,1278.61,1268.86,1275.62
4/25/2019,1275.91,1282.66,1273.45,1276.71
4/26/2019,1277.19,1288.76,1274.6,1285.53
4/29/2019,1287.44,1287.44,1278.21,1280.79
4/30/2019,1280.1,1286.27,1279.87,1283.48
5/1/2019,1283.34,1287.29,1273.25,1277.63
5/2/2019,1276.95,1278.06,1266.48,1270.92
5/3/2019,1270.74,1282.61,1268.76,1278.29
5/6/2019,1278.94,1285.87,1276.88,1280.5
5/7/2019,1281.33,1286.13,1278.31,1281.78
5/8/2019,1284.41,1291.51,1279.51,1281.57
5/9/2019,1280.9,1288.21,1279.75,1283.91
5/10/2019,1284.23,1289.46,1283.26,1286.07
5/13/2019,1287.92,1301.27,1282.05,1299.23
5/14/2019,1300.09,1303.37,1293.81,1295.77
5/15/2019,1297.19,1300.93,1293.13,1296.51
5/16/2019,1296.65,1298.79,1284.22,1288
5/17/2019,1287.04,1288.99,1275.12,1278.08
5/20/2019,1277.62,1278.99,1273.75,1276.53
5/21/2019,1277.72,1278,1269.61,1274.68
5/22/2019,1274.79,1277.26,1272.57,1274.07
5/23/2019,1273.4,1287.3,1272.9,1284.02
5/24/2019,1281.05,1285.26,1280.87,1284.79
5/27/2019,1284.64,1287.44,1283.85,1285.11
5/28/2019,1285.28,1286.66,1276.25,1278.48
5/29/2019,1279.48,1285.57,1279.18,1281.65
5/30/2019,1280.28,1289.23,1275.11,1288.55
5/31/2019,1288.45,1306.98,1287.76,1305.87
6/3/2019,1307.21,1328.02,1306.16,1325.24
6/4/2019,1324.88,1329.11,1320.08,1325.53
6/5/2019,1325.36,1344.03,1324.61,1330.27
6/6/2019,1331.22,1339.85,1327.38,1335.32
6/7/2019,1335.56,1348.29,1330.38,1341.35
6/10/2019,1336.47,1337.74,1325.21,1327.98
6/11/2019,1327.95,1329.93,1319.96,1326.85
6/12/2019,1326.87,1338.32,1326.11,1333.54
6/13/2019,1333.98,1343.18,1332.46,1342.19
6/14/2019,1342.28,1358.14,1338.1,1341.08
6/17/2019,1342.07,1343.23,1333.11,1339.65
6/18/2019,1340.11,1354.54,1338.73,1346.58
6/19/2019,1346.56,1362.64,1341.52,1360.36
6/20/2019,1360.42,1393.67,1357.81,1388.51
6/21/2019,1387.56,1410.88,1382.63,1399.03
6/24/2019,1400.48,1421.4,1400.11,1419.7
6/25/2019,1419.71,1438.8,1412.12,1423.44
6/26/2019,1423.84,1424.45,1402.3,1408.98
6/27/2019,1409.59,1412.21,1399.03,1409.76
6/28/2019,1409.96,1424.62,1405.98,1411.07
7/1/2019,1398.55,1398.55,1381.89,1384.2
7/2/2019,1383.97,1421.01,1383.39,1418.62
7/3/2019,1421.68,1437.74,1412.53,1418.41
7/4/2019,1419.25,1421.76,1410.38,1415.19
7/5/2019,1415.41,1424.3,1387.04,1400.78
7/8/2019,1398.73,1407.66,1391.93,1395.52
7/9/2019,1395.41,1400.02,1386.31,1397.57
7/10/2019,1397.47,1418.98,1390.02,1418.93
7/11/2019,1418.75,1427.06,1401.34,1403.83
7/12/2019,1404.51,1416.95,1403.27,1414.63
7/15/2019,1415.76,1419.78,1407.86,1414.1
7/16/2019,1414.64,1418.28,1401.11,1406.08
7/17/2019,1406.28,1426.84,1400.31,1426.51
7/18/2019,1426.86,1448.1,1414.82,1446.08
7/19/2019,1447.07,1452.81,1420.57,1425.7
7/22/2019,1427.78,1429.77,1422.46,1424.89
7/23/2019,1425.32,1429.85,1414.38,1417.86
7/24/2019,1417.92,1429.52,1416.43,1425.85
7/25/2019,1425.83,1433.78,1411.2,1414.6
7/26/2019,1414.32,1424.88,1413.71,1416.66
7/29/2019,1419.32,1428.18,1415.63,1426.84
7/30/2019,1426.96,1433.19,1422.4,1430.84
7/31/2019,1431.15,1434.43,1411.01,1413.73
8/1/2019,1413.05,1446.05,1400.6,1445.09
8/2/2019,1445.72,1448.83,1430.42,1440.97
8/5/2019,1440,1469.82,1436.98,1464
8/6/2019,1468.76,1474.99,1456.6,1474.35
8/7/2019,1474.45,1510.1,1472.35,1501.13
8/8/2019,1500.33,1509.44,1490.17,1500.86
8/9/2019,1505.69,1509.06,1494.96,1498.48
8/12/2019,1498,1519.82,1487.68,1511.22
8/13/2019,1511.2,1534.95,1480.29,1501.5
8/14/2019,1502.1,1524.03,1494.58,1516.33
8/15/2019,1516.64,1527.09,1508.31,1523.31
8/16/2019,1523.56,1527.95,1504.18,1514.49
8/19/2019,1512.6,1513.05,1493.32,1496.07
8/20/2019,1495.87,1508.46,1493.18,1507.19
8/21/2019,1507.55,1508.12,1496.71,1502.58
8/22/2019,1502.54,1504.49,1492.57,1498.12
8/23/2019,1498.6,1530.11,1493.62,1528.7
8/26/2019,1539.19,1555.16,1525.29,1527.4
8/27/2019,1527.7,1544.68,1526.01,1542.79
8/28/2019,1542.13,1546.86,1532.07,1538.95
8/29/2019,1539.17,1550.42,1519.93,1527.65
8/30/2019,1527.9,1533.19,1517.12,1523.72
9/2/2019,1528.45,1533.97,1519.47,1529.28
9/3/2019,1529.55,1549.7,1521.76,1547.13
9/4/2019,1547.19,1557.1,1533.99,1552.54
9/5/2019,1552.02,1553.05,1506.88,1519.06
9/6/2019,1518.5,1527.89,1502.93,1505.78
9/9/2019,1508.1,1515.54,1497.75,1499.2
9/10/2019,1498.98,1500.9,1484.7,1485.8
9/11/2019,1485.9,1498.29,1485.3,1497.04
9/12/2019,1497.58,1524.27,1489.39,1499.27
9/13/2019,1498.9,1509.04,1485.74,1486.81
9/16/2019,1505.82,1512.14,1496.02,1497.6
9/17/2019,1498.41,1507.16,1493.59,1501.37
9/18/2019,1501.55,1511.24,1484.46,1493.96
9/19/2019,1494,1504.39,1489.13,1499.03
9/20/2019,1499.31,1517.1,1498.01,1516.36
9/23/2019,1514.48,1526.86,1511.47,1522.3
9/24/2019,1522.44,1535.7,1515.9,1531.77
9/25/2019,1531.61,1535.17,1500.66,1503.95
9/26/2019,1504.01,1512.34,1501.32,1504.83
9/27/2019,1505,1507.45,1487.1,1496.62
9/30/2019,1495.16,1499.85,1464.64,1472.72
10/1/2019,1472.34,1487.24,1459.25,1479.13
10/2/2019,1478.94,1504.96,1474.69,1499.43
10/3/2019,1499.58,1519.44,1495.97,1505.19
10/4/2019,1505.15,1513.86,1496.18,1505.16
10/7/2019,1512.54,1512.54,1488.17,1493.44
10/8/2019,1493.57,1509.46,1487.25,1505.54
10/9/2019,1505.8,1511.86,1499.98,1505.57
10/10/2019,1505.86,1516.98,1491.33,1494.14
10/11/2019,1494.23,1503.24,1474.1,1485.84
10/14/2019,1488.2,1497.08,1482.93,1493.25
10/15/2019,1493.4,1498.28,1477.53,1481.08
10/16/2019,1481.25,1491.53,1477.23,1490.08
10/17/2019,1490.4,1497.36,1483.46,1491.9
10/18/2019,1492.1,1494.18,1484.98,1490.63
10/21/2019,1491.58,1495.21,1481.92,1484.5
10/22/2019,1485.08,1489.02,1481.02,1487.64
10/23/2019,1488.01,1496.4,1487.61,1492.13
10/24/2019,1492.03,1504.05,1488.15,1503.95
10/25/2019,1503.82,1517.99,1500.72,1505.77
10/28/2019,1503.26,1508.26,1490.17,1492.59
10/29/2019,1492.11,1494.87,1483.66,1488.35
10/30/2019,1487.4,1496.64,1481.33,1496.54
10/31/2019,1495.68,1514.26,1494.04,1513.17
11/1/2019,1512.4,1515.88,1503.51,1514.34
11/4/2019,1513.33,1514.8,1504.52,1509.83
11/5/2019,1509.51,1509.75,1479.88,1483.61
11/6/2019,1482.95,1494.13,1482.49,1490.58
11/7/2019,1490.17,1492.24,1460.7,1468.51
11/8/2019,1468.62,1472.95,1456.34,1458.8
